Unnamed: 0,avg_logisticLasso_mu,F1_avg,AUC_avg,Precision_avg,Recall_avg
mutation_ATP13A2,avg_logisticLasso_mu,0.966424,0.990591,0.972849,0.971708
mutation_OPLAH,avg_logisticLasso_mu,0.97761,0.995226,0.981369,0.980882
mutation_NCAM1,avg_logisticLasso_mu,0.963715,0.989858,0.971333,0.970045
mutation_FILIP1L,avg_logisticLasso_mu,0.969902,0.986322,0.975564,0.974191
mutation_PDGFRA,avg_logisticLasso_mu,0.961367,0.993494,0.970502,0.968351
mutation_SLC4A11,avg_logisticLasso_mu,0.97464,0.982461,0.978893,0.978378
mutation_HYDIN,avg_logisticLasso_mu,0.975326,0.97942,0.97755,0.976712
mutation_TRPV4,avg_logisticLasso_mu,0.973575,0.996537,0.97742,0.976701
mutation_ITGAL,avg_logisticLasso_mu,0.978684,0.998057,0.981528,0.980854
mutation_ZBTB20,avg_logisticLasso_mu,0.973343,0.995062,0.977688,0.976691
mutation_PCDHB3,avg_logisticLasso_mu,0.977976,0.998439,0.980879,0.980868
mutation_PCDHGA6,avg_logisticLasso_mu,0.964537,0.989838,0.972421,0.970861
mutation_PXK,avg_logisticLasso_mu,0.97196,0.960297,0.976628,0.975875
mutation_PUS7L,avg_logisticLasso_mu,0.95972,0.987311,0.967588,0.966746
mutation_BCL9,avg_logisticLasso_mu,0.971826,0.964582,0.976671,0.975871
mutation_IQSEC3,avg_logisticLasso_mu,0.967644,0.989618,0.973904,0.972521
mutation_ABCB11,avg_logisticLasso_mu,0.981778,0.997581,0.983743,0.983358
mutation_BSN,avg_logisticLasso_mu,0.970002,0.977976,0.971964,0.971725
mutation_FLG,avg_logisticLasso_mu,0.980559,0.997492,0.981654,0.980871
mutation_GIGYF2,avg_logisticLasso_mu,0.958808,0.978536,0.966731,0.965875
mutation_KIAA0195,avg_logisticLasso_mu,0.970134,0.990857,0.972594,0.974205
mutation_COBLL1,avg_logisticLasso_mu,0.971778,0.989309,0.975151,0.975041
mutation_GPR149,avg_logisticLasso_mu,0.969097,0.993002,0.974357,0.973375
mutation_MYBPC1,avg_logisticLasso_mu,0.970935,0.991093,0.976077,0.975024
mutation_ITIH2,avg_logisticLasso_mu,0.969594,0.993955,0.975686,0.97418
mutation_HFM1,avg_logisticLasso_mu,0.962976,0.983793,0.970457,0.969229
mutation_MAPK8IP3,avg_logisticLasso_mu,0.964387,0.99161,0.971294,0.970041
mutation_DIP2B,avg_logisticLasso_mu,0.966753,0.981698,0.972946,0.971698
mutation_NOBOX,avg_logisticLasso_mu,0.975736,0.995708,0.979001,0.978368
mutation_C5orf42,avg_logisticLasso_mu,0.972754,0.991355,0.974774,0.974219
mutation_ZSCAN10,avg_logisticLasso_mu,0.975066,0.990059,0.978921,0.978378
mutation_ANO3,avg_logisticLasso_mu,0.970275,0.995294,0.975075,0.974212
mutation_PTCHD3,avg_logisticLasso_mu,0.964395,0.989484,0.968203,0.970868
mutation_CR2,avg_logisticLasso_mu,0.968105,0.971568,0.974207,0.973385
mutation_NPHP4,avg_logisticLasso_mu,0.965473,0.970409,0.972135,0.970868
mutation_PCDHA5,avg_logisticLasso_mu,0.966677,0.996361,0.973169,0.971687
mutation_EIF2AK4,avg_logisticLasso_mu,0.966082,0.957859,0.97282,0.971708
mutation_RABGAP1L,avg_logisticLasso_mu,0.965388,0.991951,0.972227,0.970868
mutation_MAP3K1,avg_logisticLasso_mu,0.973313,0.993285,0.977491,0.976698
mutation_ZCCHC11,avg_logisticLasso_mu,0.97138,0.986083,0.976515,0.975889
mutation_UNC80,avg_logisticLasso_mu,0.972867,0.99671,0.975334,0.974198
mutation_ATAD2B,avg_logisticLasso_mu,0.97108,0.98733,0.975958,0.975868
mutation_ZNF541,avg_logisticLasso_mu,0.963783,0.982031,0.970773,0.970028
mutation_COL17A1,avg_logisticLasso_mu,0.96524,0.998307,0.971009,0.970868
mutation_KIF18B,avg_logisticLasso_mu,0.979566,0.96227,0.982132,0.981705
mutation_CDON,avg_logisticLasso_mu,0.96411,0.987791,0.971664,0.970024
mutation_DOCK11,avg_logisticLasso_mu,0.971839,0.990735,0.976983,0.975851
mutation_TRPM4,avg_logisticLasso_mu,0.966878,0.97668,0.973642,0.972541
mutation_CTNNB1,avg_logisticLasso_mu,0.987189,0.987812,0.988629,0.988351
mutation_KRT85,avg_logisticLasso_mu,0.978153,0.992039,0.981327,0.980875
mutation_CNTNAP3,avg_logisticLasso_mu,0.966446,0.992445,0.972806,0.971708
mutation_FBN1,avg_logisticLasso_mu,0.97164,0.998621,0.974793,0.973354
mutation_KIF16B,avg_logisticLasso_mu,0.960518,0.976798,0.96909,0.967545
mutation_CPED1,avg_logisticLasso_mu,0.97006,0.991423,0.974715,0.975014
mutation_NOL8,avg_logisticLasso_mu,0.972615,0.965037,0.976116,0.975871
mutation_WBSCR17,avg_logisticLasso_mu,0.964089,0.984169,0.971516,0.970028
mutation_RGAG1,avg_logisticLasso_mu,0.968854,0.996706,0.975669,0.97418
mutation_IGDCC4,avg_logisticLasso_mu,0.967288,0.98778,0.973813,0.972531
mutation_XPO4,avg_logisticLasso_mu,0.957842,0.984527,0.967311,0.965896
mutation_PASD1,avg_logisticLasso_mu,0.972053,0.986912,0.976741,0.975864
mutation_RASGRF1,avg_logisticLasso_mu,0.966153,0.989895,0.973255,0.971701
mutation_HIF1A,avg_logisticLasso_mu,0.969032,0.995905,0.971904,0.974215
mutation_CACNA1H,avg_logisticLasso_mu,0.965294,0.988143,0.968839,0.967545
mutation_TRPC4,avg_logisticLasso_mu,0.9674,nan,0.974041,0.972517
mutation_FLOT2,avg_logisticLasso_mu,0.964095,0.989991,0.971108,0.970073
mutation_KRT14,avg_logisticLasso_mu,0.981609,0.996442,0.983746,0.983368
mutation_AMOTL2,avg_logisticLasso_mu,0.977628,0.983032,0.980514,0.980038
mutation_MLK4,avg_logisticLasso_mu,0.968595,0.972445,0.974216,0.973382
mutation_PIK3R4,avg_logisticLasso_mu,0.976578,0.993312,0.979803,0.979205
mutation_BICC1,avg_logisticLasso_mu,0.96372,0.982796,0.971276,0.970048
mutation_STAT6,avg_logisticLasso_mu,0.963863,0.993387,0.971692,0.970028
mutation_FIGN,avg_logisticLasso_mu,0.976673,0.992324,0.97975,0.979201
mutation_OGFRL1,avg_logisticLasso_mu,0.966769,0.992719,0.9728,0.971715
mutation_CNTNAP5,avg_logisticLasso_mu,0.965528,0.993555,0.968714,0.967548
mutation_KEL,avg_logisticLasso_mu,0.966262,0.967641,0.973256,0.971694
mutation_LCA5,avg_logisticLasso_mu,0.967698,0.989194,0.973199,0.972548
mutation_AKAP1,avg_logisticLasso_mu,0.971074,0.985266,0.976583,0.975889
mutation_LHCGR,avg_logisticLasso_mu,0.966606,0.99847,0.973102,0.971691
mutation_CLASRP,avg_logisticLasso_mu,0.97292,0.992999,0.975051,0.976694
mutation_PCDHA11,avg_logisticLasso_mu,0.973128,0.990224,0.977561,0.976701
mutation_RAPGEF6,avg_logisticLasso_mu,0.963367,0.947371,0.968321,0.970035
mutation_NOD2,avg_logisticLasso_mu,0.969612,0.990827,0.972749,0.974194
mutation_CUL7,avg_logisticLasso_mu,0.964861,0.996862,0.971852,0.970889
mutation_ZNF814,avg_logisticLasso_mu,0.971304,0.996621,0.975848,0.975041
mutation_DIDO1,avg_logisticLasso_mu,0.968876,0.991457,0.971733,0.970899
mutation_WHSC1,avg_logisticLasso_mu,0.973234,0.991931,0.977423,0.976715
mutation_AQPEP,avg_logisticLasso_mu,0.97328,0.99278,0.977504,0.976705
mutation_BAZ1B,avg_logisticLasso_mu,0.975519,0.998586,0.979093,0.978361
mutation_DPCR1,avg_logisticLasso_mu,0.967855,nan,0.97379,0.972538
mutation_RRP12,avg_logisticLasso_mu,0.97097,0.970643,0.975937,0.975045
mutation_NPHP3,avg_logisticLasso_mu,0.974496,0.99357,0.978257,0.977531
mutation_PLIN4,avg_logisticLasso_mu,0.97771,0.992809,0.980565,0.980035
mutation_MORC1,avg_logisticLasso_mu,0.959146,nan,0.968383,0.966719
mutation_SLC9A4,avg_logisticLasso_mu,0.961826,0.978251,0.96996,0.968368
mutation_TRPM7,avg_logisticLasso_mu,0.965407,0.989681,0.972024,0.970878
mutation_MYCBP2,avg_logisticLasso_mu,0.97013,0.990689,0.972616,0.971708
mutation_SLC4A10,avg_logisticLasso_mu,0.966742,0.985796,0.973053,0.971694
mutation_TJP2,avg_logisticLasso_mu,0.977753,0.991959,0.980184,0.980035
mutation_AXDND1,avg_logisticLasso_mu,0.974366,0.997179,0.978273,0.977538
mutation_AKNA,avg_logisticLasso_mu,0.967395,0.992397,0.973892,0.972528
mutation_UBE2O,avg_logisticLasso_mu,0.978389,0.989968,0.981578,0.980858
mutation_MAML3,avg_logisticLasso_mu,0.979749,0.996864,0.982113,0.981701
mutation_ADCY2,avg_logisticLasso_mu,0.978008,0.987442,0.981543,0.980861
mutation_ITGA11,avg_logisticLasso_mu,0.963181,0.993628,0.971208,0.970073
mutation_AKAP11,avg_logisticLasso_mu,0.969772,0.988779,0.975211,0.974219
mutation_SEL1L3,avg_logisticLasso_mu,0.966468,0.977372,0.972736,0.971715
mutation_PLXNA4,avg_logisticLasso_mu,0.97809,0.998396,0.980198,0.979191
mutation_FOCAD,avg_logisticLasso_mu,0.974552,0.990203,0.978153,0.977538
mutation_HKDC1,avg_logisticLasso_mu,0.971742,0.991951,0.976502,0.975892
mutation_ANO8,avg_logisticLasso_mu,0.974634,0.988331,0.977316,0.978368
mutation_ZMYND8,avg_logisticLasso_mu,0.982105,0.993269,0.9842,0.984184
mutation_SH3BP4,avg_logisticLasso_mu,0.955786,0.984372,0.967238,0.965031
mutation_CSF2RB,avg_logisticLasso_mu,0.972923,0.998063,0.973314,0.977531
mutation_NYAP2,avg_logisticLasso_mu,0.964684,0.985501,0.972119,0.970878
mutation_MON2,avg_logisticLasso_mu,0.962876,0.994816,0.970423,0.969215
mutation_PPP1R13L,avg_logisticLasso_mu,0.969562,0.992373,0.975288,0.974201
mutation_VWA5B1,avg_logisticLasso_mu,0.962378,0.997756,0.970831,0.969198
mutation_CELSR3,avg_logisticLasso_mu,0.976728,0.998342,0.978815,0.978392
mutation_PCF11,avg_logisticLasso_mu,0.974628,0.988875,0.978447,0.977517
mutation_KCNH4,avg_logisticLasso_mu,0.971869,0.990086,0.976839,0.975858
mutation_POM121L2,avg_logisticLasso_mu,0.958036,0.986712,0.96881,0.966691
mutation_FBRS,avg_logisticLasso_mu,0.972749,0.992495,0.976097,0.975861
mutation_ZMYM3,avg_logisticLasso_mu,0.970362,0.986434,0.974515,0.974201
mutation_ERMAP,avg_logisticLasso_mu,0.977839,0.994114,0.979949,0.980066
mutation_DCP1B,avg_logisticLasso_mu,0.980501,0.99357,0.982928,0.982538
mutation_ZRANB3,avg_logisticLasso_mu,0.969488,0.990066,0.975139,0.974212
mutation_ZBBX,avg_logisticLasso_mu,0.972786,0.99068,0.977384,0.976719
mutation_EPHA2,avg_logisticLasso_mu,0.976628,0.998018,0.979822,0.979194
mutation_NIPBL,avg_logisticLasso_mu,0.97624,0.996073,0.977998,0.977559
mutation_KMT2D,avg_logisticLasso_mu,0.986504,0.997233,0.987045,0.986694
mutation_FRMPD4,avg_logisticLasso_mu,0.96429,0.951584,0.97144,0.970035
mutation_TTBK1,avg_logisticLasso_mu,0.972064,0.998822,0.977104,0.975847
mutation_CYFIP2,avg_logisticLasso_mu,0.967193,0.996404,0.974,0.972528
mutation_COL28A1,avg_logisticLasso_mu,0.971287,0.972905,0.976127,0.975021
mutation_GRID1,avg_logisticLasso_mu,0.977157,0.995599,0.980534,0.980041
mutation_LTBP4,avg_logisticLasso_mu,0.964572,0.996778,0.970804,0.970041
mutation_NLRP11,avg_logisticLasso_mu,0.973873,0.988973,0.978231,0.977538
mutation_USP32,avg_logisticLasso_mu,0.959963,0.976128,0.968185,0.967548
mutation_CRAMP1L,avg_logisticLasso_mu,0.969429,0.991815,0.974995,0.974219
mutation_ATP1A4,avg_logisticLasso_mu,0.965147,0.983287,0.97219,0.970864
mutation_RANBP2,avg_logisticLasso_mu,0.970989,0.996931,0.97337,0.972545
mutation_ATP2B4,avg_logisticLasso_mu,0.961255,0.996477,0.970131,0.968364
mutation_ACIN1,avg_logisticLasso_mu,0.968006,0.989512,0.974749,0.973371
mutation_EMILIN3,avg_logisticLasso_mu,0.971297,0.998509,0.976003,0.975028
mutation_ANKRD50,avg_logisticLasso_mu,0.967587,0.963761,0.973464,0.972548
mutation_TBC1D9,avg_logisticLasso_mu,0.972059,0.995853,0.97666,0.975868
mutation_ZSCAN20,avg_logisticLasso_mu,0.962727,0.974171,0.971204,0.970076
mutation_KCNQ2,avg_logisticLasso_mu,0.972996,0.99494,0.975798,0.976701
mutation_RFX6,avg_logisticLasso_mu,0.968405,0.975969,0.974324,0.973378
mutation_RAD50,avg_logisticLasso_mu,0.976456,0.998752,0.979965,0.979194
mutation_CLIP1,avg_logisticLasso_mu,0.969254,0.995383,0.975328,0.974201
mutation_TPR,avg_logisticLasso_mu,0.969084,0.992441,0.97183,0.970868
mutation_UBR3,avg_logisticLasso_mu,0.9702,0.993007,0.975122,0.974201
mutation_SALL2,avg_logisticLasso_mu,0.962431,0.976526,0.970863,0.969194
mutation_LATS1,avg_logisticLasso_mu,0.951078,0.955099,0.961602,0.961705
mutation_IKBKAP,avg_logisticLasso_mu,0.966988,0.992926,0.974014,0.972531
mutation_GRM3,avg_logisticLasso_mu,0.970249,0.981958,0.976445,0.975024
mutation_PCDHGA2,avg_logisticLasso_mu,0.959856,0.989973,0.96915,0.967538
mutation_CDHR1,avg_logisticLasso_mu,0.983331,0.982823,0.985312,0.985028
mutation_EIF4G3,avg_logisticLasso_mu,0.967046,0.996269,0.973429,0.972559
mutation_COPA,avg_logisticLasso_mu,0.966912,0.975985,0.97368,0.972535
mutation_ZC3H18,avg_logisticLasso_mu,0.962432,0.997654,0.970821,0.969208
mutation_SDK1,avg_logisticLasso_mu,0.979928,0.997202,0.981424,0.980861
mutation_KLHL1,avg_logisticLasso_mu,0.974121,0.993138,0.978238,0.977531
mutation_RNF43,avg_logisticLasso_mu,0.977525,0.98525,0.980587,0.980031
mutation_SUPT6H,avg_logisticLasso_mu,0.980434,0.993225,0.98296,0.982524
mutation_SLC29A4,avg_logisticLasso_mu,0.972269,0.992646,0.976543,0.975878
mutation_ARFGEF1,avg_logisticLasso_mu,0.958841,0.990875,0.968313,0.966712
mutation_EYA1,avg_logisticLasso_mu,0.962593,0.984177,0.970631,0.969205
mutation_PARP4,avg_logisticLasso_mu,0.968932,0.985878,0.973591,0.973368
mutation_TTC14,avg_logisticLasso_mu,0.964374,0.980177,0.972009,0.970878
mutation_FOXK1,avg_logisticLasso_mu,0.968712,0.998097,0.974521,0.973361
mutation_SYNJ1,avg_logisticLasso_mu,0.972341,0.976344,0.976701,0.975864
mutation_MGA,avg_logisticLasso_mu,0.971928,0.989365,0.974242,0.973364
mutation_ZSWIM6,avg_logisticLasso_mu,0.963661,0.99128,0.971456,0.970035
mutation_PCDHB2,avg_logisticLasso_mu,0.966498,0.93983,0.972888,0.971705
mutation_C2orf78,avg_logisticLasso_mu,0.96156,0.998457,0.970057,0.968361
mutation_KIF27,avg_logisticLasso_mu,0.968561,0.974636,0.973899,0.973385
mutation_GLG1,avg_logisticLasso_mu,0.965886,0.979261,0.968752,0.971701
mutation_UBE3B,avg_logisticLasso_mu,0.969796,0.986457,0.975143,0.974205
mutation_ARVCF,avg_logisticLasso_mu,0.971381,0.997396,0.97672,0.975868
mutation_ABCC1,avg_logisticLasso_mu,0.966316,0.981786,0.973183,0.971687
mutation_SIK3,avg_logisticLasso_mu,0.970611,0.977648,0.976061,0.975035
mutation_CORO7,avg_logisticLasso_mu,0.968408,0.984917,0.973512,0.973371
mutation_MKI67,avg_logisticLasso_mu,0.981742,0.998955,0.983286,0.982521
mutation_REV1,avg_logisticLasso_mu,0.971844,0.997782,0.977172,0.975847
mutation_DDX3X,avg_logisticLasso_mu,0.981407,0.997131,0.983905,0.983344
mutation_DNMBP,avg_logisticLasso_mu,0.972249,0.994887,0.974199,0.976698
mutation_IQGAP1,avg_logisticLasso_mu,0.976557,0.995151,0.978622,0.979191
mutation_PFAS,avg_logisticLasso_mu,0.971116,0.997878,0.975682,0.975041
mutation_ZNF365,avg_logisticLasso_mu,0.962626,0.982533,0.970911,0.969191
mutation_GPR123,avg_logisticLasso_mu,0.967789,0.997757,0.974406,0.973385
mutation_GPR125,avg_logisticLasso_mu,0.96976,0.993955,0.975291,0.974194
mutation_PTPRO,avg_logisticLasso_mu,0.975062,0.99466,0.979164,0.978354
mutation_TOP2B,avg_logisticLasso_mu,0.964042,0.995036,0.971816,0.970017
mutation_ROBO2,avg_logisticLasso_mu,0.966096,0.986104,0.96989,0.968382
mutation_TRHDE,avg_logisticLasso_mu,0.962941,0.997011,0.970548,0.969212
mutation_ZNF217,avg_logisticLasso_mu,0.971086,0.997211,0.976744,0.975882
mutation_IL1RL2,avg_logisticLasso_mu,0.961494,0.978514,0.969658,0.968385
mutation_SEMA5B,avg_logisticLasso_mu,0.976685,0.99332,0.979967,0.979184
mutation_PPFIA1,avg_logisticLasso_mu,0.973079,0.99101,0.971501,0.978389
mutation_SIN3B,avg_logisticLasso_mu,0.965266,0.981491,0.970742,0.970864
mutation_CEP164,avg_logisticLasso_mu,0.951882,0.984034,0.964772,0.962545
mutation_PCDHA2,avg_logisticLasso_mu,0.976604,0.994752,0.979776,0.979198
mutation_NOLC1,avg_logisticLasso_mu,0.967038,0.994596,0.973353,0.972573
mutation_CACNA2D1,avg_logisticLasso_mu,0.966037,0.995541,0.972969,0.971705
mutation_ASXL3,avg_logisticLasso_mu,0.96436,0.997252,0.967977,0.966705
mutation_SLCO5A1,avg_logisticLasso_mu,0.976325,0.985339,0.979599,0.979205
mutation_KCNQ3,avg_logisticLasso_mu,0.974504,0.99429,0.978181,0.977535
mutation_LEPR,avg_logisticLasso_mu,0.973207,0.982395,0.977714,0.976691
mutation_RGS12,avg_logisticLasso_mu,0.968786,0.981912,0.974516,0.973361
mutation_CDH6,avg_logisticLasso_mu,0.969545,0.998891,0.975331,0.974194
mutation_GIGYF1,avg_logisticLasso_mu,0.974483,0.991529,0.978344,0.977524
mutation_SMC5,avg_logisticLasso_mu,0.970335,0.992522,0.976335,0.975014
mutation_TRAPPC12,avg_logisticLasso_mu,0.973124,0.9878,0.977491,0.976698
mutation_NEDD4,avg_logisticLasso_mu,0.970029,0.990054,0.975138,0.974201
mutation_FLT3,avg_logisticLasso_mu,0.958795,0.996203,0.968396,0.966705
mutation_NBEA,avg_logisticLasso_mu,0.976478,0.995925,0.978,0.977541
mutation_CLTC,avg_logisticLasso_mu,0.971623,0.979128,0.976651,0.975871
mutation_TRPC7,avg_logisticLasso_mu,0.975297,0.998377,0.979034,0.978375
mutation_SYNE3,avg_logisticLasso_mu,0.956813,0.985516,0.964555,0.965024
mutation_SASH1,avg_logisticLasso_mu,0.972721,0.957269,0.977781,0.976701
mutation_USP6,avg_logisticLasso_mu,0.966191,0.977654,0.972988,0.971701
mutation_PCDHB10,avg_logisticLasso_mu,0.975152,0.986579,0.978937,0.978361
mutation_TSHZ1,avg_logisticLasso_mu,0.966726,0.991269,0.975532,0.97334
mutation_CCDC15,avg_logisticLasso_mu,0.964982,0.995237,0.967745,0.971719
mutation_EFCAB6,avg_logisticLasso_mu,0.969241,0.984117,0.975557,0.974184
mutation_NPC1L1,avg_logisticLasso_mu,0.962514,0.969871,0.968044,0.969212
mutation_PXDNL,avg_logisticLasso_mu,0.973599,0.996767,0.976124,0.975031
mutation_POSTN,avg_logisticLasso_mu,0.964445,0.961298,0.970453,0.970045
mutation_PAXIP1,avg_logisticLasso_mu,0.970959,0.99577,0.975807,0.975048
mutation_MAP3K10,avg_logisticLasso_mu,0.974521,0.995315,0.978247,0.977531
mutation_SFMBT2,avg_logisticLasso_mu,0.970936,0.984002,0.976036,0.975028
mutation_PLCG1,avg_logisticLasso_mu,0.958737,0.984272,0.966189,0.966698
mutation_SUCO,avg_logisticLasso_mu,0.969825,0.992878,0.97579,0.975059
mutation_KDM3A,avg_logisticLasso_mu,0.962504,0.970359,0.97038,0.969219
mutation_ZNF618,avg_logisticLasso_mu,0.975102,0.985088,0.979039,0.978368
mutation_MPRIP,avg_logisticLasso_mu,0.975052,0.998981,0.979269,0.978351
mutation_SOS2,avg_logisticLasso_mu,0.968849,0.990644,0.973811,0.973354
mutation_DSCAM,avg_logisticLasso_mu,0.961249,0.987534,0.966453,0.964205
mutation_HMCN1,avg_logisticLasso_mu,0.983154,0.992865,0.983873,0.983361
mutation_RAG1,avg_logisticLasso_mu,0.968474,0.98884,0.973566,0.973368
mutation_LRRC9,avg_logisticLasso_mu,0.976199,0.989299,0.979832,0.979194
mutation_MGAT5B,avg_logisticLasso_mu,0.978572,0.993626,0.981344,0.980868
mutation_AGAP1,avg_logisticLasso_mu,0.972344,0.997164,0.977411,0.976715
mutation_PIK3C2A,avg_logisticLasso_mu,0.967285,0.977758,0.969347,0.973375
mutation_ARHGEF10L,avg_logisticLasso_mu,0.973639,0.994728,0.979033,0.978392
mutation_PCDHB5,avg_logisticLasso_mu,0.971808,0.990756,0.976739,0.975864
mutation_PCDH18,avg_logisticLasso_mu,0.972194,0.995546,0.976687,0.975868
mutation_NCOA1,avg_logisticLasso_mu,0.957028,0.97705,0.967213,0.965899
mutation_BBX,avg_logisticLasso_mu,0.962071,0.963157,0.966214,0.969219
mutation_PIEZO2,avg_logisticLasso_mu,0.980668,0.9966,0.982291,0.981705
mutation_ENPEP,avg_logisticLasso_mu,0.95917,0.993509,0.963986,0.967552
mutation_FRMPD2,avg_logisticLasso_mu,0.969619,0.99208,0.975166,0.974205
mutation_MME,avg_logisticLasso_mu,0.958548,0.981121,0.968212,0.966722
mutation_LAMC2,avg_logisticLasso_mu,0.976167,0.999094,0.979741,0.979212
mutation_PAPLN,avg_logisticLasso_mu,0.971815,0.99188,0.976025,0.975868
mutation_EPB41L1,avg_logisticLasso_mu,0.971657,0.997464,0.975002,0.975868
mutation_SEC31B,avg_logisticLasso_mu,0.974457,0.997358,0.97923,0.978364
mutation_CARD10,avg_logisticLasso_mu,0.970367,0.966809,0.97257,0.975885
mutation_PRTG,avg_logisticLasso_mu,0.980933,0.98727,0.983764,0.983368
mutation_IRS4,avg_logisticLasso_mu,0.96845,0.989411,0.974769,0.973361
mutation_WDFY3,avg_logisticLasso_mu,0.971138,0.990239,0.973077,0.972545
mutation_BACH2,avg_logisticLasso_mu,0.969307,0.988445,0.975181,0.974212
mutation_ERCC6L,avg_logisticLasso_mu,0.968787,0.990673,0.97509,0.974232
mutation_KCND2,avg_logisticLasso_mu,0.968323,0.995788,0.974417,0.973371
mutation_SENP6,avg_logisticLasso_mu,0.962085,0.988667,0.970308,0.969229
mutation_ADAMTS15,avg_logisticLasso_mu,0.957375,0.983101,0.967343,0.965892
mutation_MLLT6,avg_logisticLasso_mu,0.972016,0.9971,0.977913,0.976684
mutation_NUP188,avg_logisticLasso_mu,0.970854,0.992358,0.975901,0.975035
mutation_WNK4,avg_logisticLasso_mu,0.975321,0.960317,0.979099,0.978361
mutation_PCDHA9,avg_logisticLasso_mu,0.96356,0.971546,0.968605,0.970048
mutation_SMC2,avg_logisticLasso_mu,0.95914,0.947303,0.964953,0.967541
mutation_PIEZO1,avg_logisticLasso_mu,0.968746,0.994113,0.971794,0.970889
mutation_BRD3,avg_logisticLasso_mu,0.968185,0.991531,0.97209,0.973358
mutation_TLR4,avg_logisticLasso_mu,0.965833,0.989407,0.973145,0.971691
mutation_ELMSAN1,avg_logisticLasso_mu,0.974877,0.968443,0.976621,0.978358
mutation_PARP14,avg_logisticLasso_mu,0.969726,0.987563,0.975121,0.974212
mutation_MMP16,avg_logisticLasso_mu,0.970784,0.990471,0.976559,0.975858
mutation_PHKB,avg_logisticLasso_mu,0.970581,0.985395,0.976219,0.975024
mutation_NHS,avg_logisticLasso_mu,0.97545,0.986145,0.979179,0.978354
mutation_MYBPC2,avg_logisticLasso_mu,0.974222,0.988461,0.978419,0.977521
mutation_FBF1,avg_logisticLasso_mu,0.967703,0.980827,0.973743,0.972531
mutation_GTF2IRD1,avg_logisticLasso_mu,0.969545,0.989368,0.975035,0.974212
mutation_RP1,avg_logisticLasso_mu,0.974668,0.997054,0.976184,0.975885
mutation_HMHA1,avg_logisticLasso_mu,0.963036,0.992321,0.967371,0.970035
mutation_ZNF518B,avg_logisticLasso_mu,0.963402,0.998026,0.971747,0.970024
mutation_PTPRN,avg_logisticLasso_mu,0.969088,0.963912,0.9751,0.974208
mutation_OVCH1,avg_logisticLasso_mu,0.95909,0.996276,0.969113,0.967559
mutation_SARDH,avg_logisticLasso_mu,0.970374,0.992962,0.975872,0.975041
mutation_ARAP1,avg_logisticLasso_mu,0.978219,0.987925,0.981604,0.980858
mutation_RASAL2,avg_logisticLasso_mu,0.9685,0.973359,0.974269,0.973382
mutation_HPS3,avg_logisticLasso_mu,0.968653,0.973377,0.97426,0.973382
mutation_HIP1R,avg_logisticLasso_mu,0.965559,0.993712,0.966843,0.972555
mutation_CLCA1,avg_logisticLasso_mu,0.973236,0.977622,0.977465,0.976698
mutation_MYO9A,avg_logisticLasso_mu,0.975507,0.990629,0.977391,0.976712
mutation_ROBO4,avg_logisticLasso_mu,0.963651,0.990823,0.967671,0.970896
mutation_ARHGEF2,avg_logisticLasso_mu,0.973048,0.996056,0.977356,0.976708
mutation_DENND2A,avg_logisticLasso_mu,0.969703,0.984681,0.975133,0.974208
mutation_TMTC2,avg_logisticLasso_mu,0.971815,0.987436,0.976645,0.975875
mutation_PTCH2,avg_logisticLasso_mu,0.975229,0.994753,0.97904,0.978364
mutation_KIAA0922,avg_logisticLasso_mu,0.972982,0.990099,0.977511,0.976698
mutation_KIT,avg_logisticLasso_mu,0.965794,0.985615,0.972583,0.971729
mutation_MAP1S,avg_logisticLasso_mu,0.97516,0.988999,0.978621,0.978364
mutation_TTK,avg_logisticLasso_mu,0.974833,0.994054,0.979209,0.978364
mutation_SPRY4,avg_logisticLasso_mu,0.953995,0.994506,0.966674,0.964208
mutation_HECTD4,avg_logisticLasso_mu,0.968207,0.997486,0.971806,0.970031
mutation_UNC13D,avg_logisticLasso_mu,0.967377,0.978697,0.973563,0.972545
mutation_NUTM1,avg_logisticLasso_mu,0.975211,0.985227,0.979095,0.978361
mutation_L3MBTL4,avg_logisticLasso_mu,0.976421,0.997583,0.979791,0.979198
mutation_PCDH12,avg_logisticLasso_mu,0.975067,0.993357,0.978997,0.978364
mutation_SFSWAP,avg_logisticLasso_mu,0.966846,0.976746,0.971686,0.971698
mutation_GPR116,avg_logisticLasso_mu,0.965059,0.986013,0.972012,0.970882
mutation_LMBRD1,avg_logisticLasso_mu,0.962707,0.974735,0.97054,0.969212
mutation_CCDC73,avg_logisticLasso_mu,0.979327,0.996519,0.981313,0.982528
mutation_PDE3B,avg_logisticLasso_mu,0.96139,0.974613,0.969662,0.968382
mutation_CD93,avg_logisticLasso_mu,0.973461,0.995905,0.978323,0.977528
mutation_NRXN1,avg_logisticLasso_mu,0.977337,0.998284,0.979375,0.978354
mutation_ZSWIM8,avg_logisticLasso_mu,0.968367,0.99059,0.972021,0.973361
mutation_ARHGEF12,avg_logisticLasso_mu,0.96504,0.992628,0.970386,0.971705
mutation_POU6F2,avg_logisticLasso_mu,0.971784,0.991372,0.976773,0.975861
mutation_CTCF,avg_logisticLasso_mu,0.982568,0.983586,0.983497,0.98418
mutation_ABCC4,avg_logisticLasso_mu,0.966691,0.975726,0.973423,0.972555
mutation_TBX3,avg_logisticLasso_mu,0.971117,0.969383,0.972689,0.975861
