Unnamed: 0,avg_transfer_gscore,RMSE_avg,MSE_avg,Pearsonr_avg,Pearsonr_pvalue_avg,Spearmanr_avg,Spearmanr_pvalue_avg,R_square_avg
gene_effect_KLHL9,avg_transfer_gscore,0.10321,0.013252,0.65542,4.16E-02,0.641731,1.16E-01,0.362751
gene_effect_PNPO,avg_transfer_gscore,0.108499,0.014306,0.705481,2.35E-02,0.692606,5.87E-03,0.194407
gene_effect_TIPARP,avg_transfer_gscore,0.17268,0.038125,0.798749,4.15E-08,0.803645,1.58E-08,0.525075
gene_effect_KCNQ1,avg_transfer_gscore,0.082167,0.007619,0.740866,8.65E-03,0.711707,5.65E-02,0.470783
gene_effect_CFAP57,avg_transfer_gscore,0.09415,0.011101,0.702319,3.20E-02,0.704879,8.34E-03,0.31623
gene_effect_ETNPPL,avg_transfer_gscore,0.080548,0.007901,0.640481,1.26E-01,0.595061,1.12E-01,0.389959
gene_effect_ATXN1L,avg_transfer_gscore,0.086125,0.01025,0.746619,1.14E-02,0.718214,1.84E-02,0.567613
gene_effect_FGF5,avg_transfer_gscore,0.074194,0.006209,0.72814,4.27E-03,0.720154,2.18E-03,0.458464
gene_effect_PMP22,avg_transfer_gscore,0.116011,0.017349,0.682259,4.34E-02,0.672323,5.39E-02,0.144086
gene_effect_TNIP3,avg_transfer_gscore,0.076399,0.006809,0.719279,1.52E-02,0.693095,2.03E-02,0.467296
gene_effect_ABCC10,avg_transfer_gscore,0.086815,0.009436,0.598241,4.94E-02,0.581038,3.45E-02,0.390271
gene_effect_BPIFB1,avg_transfer_gscore,0.08807,0.008863,0.702742,1.52E-01,0.681513,1.65E-01,0.434193
gene_effect_GGT7,avg_transfer_gscore,0.114912,0.018087,0.60559,9.42E-04,0.617926,2.38E-02,0.09792
gene_effect_PLA2G4A,avg_transfer_gscore,0.096668,0.01023,0.655948,4.81E-02,0.650374,5.18E-02,0.355777
gene_effect_CEACAM5,avg_transfer_gscore,0.065451,0.005305,0.718656,4.92E-03,0.709956,3.66E-03,0.452897
gene_effect_PLIN5,avg_transfer_gscore,0.091421,0.009779,0.678176,1.11E-01,0.646681,7.94E-02,0.395448
gene_effect_IFIT3,avg_transfer_gscore,0.084697,0.008238,0.697792,9.30E-02,0.651992,7.05E-02,0.423086
gene_effect_TRPC4AP,avg_transfer_gscore,0.102039,0.011043,0.677076,5.25E-02,0.6378,1.90E-01,0.424914
gene_effect_NCK2,avg_transfer_gscore,0.081967,0.007602,0.670567,7.95E-02,0.646569,3.44E-02,0.417238
gene_effect_SLC35G1,avg_transfer_gscore,0.094324,0.010312,0.670922,1.16E-01,0.667854,1.68E-01,0.39516
gene_effect_SULT1C4,avg_transfer_gscore,0.080451,0.007367,0.638954,1.43E-01,0.61735,1.07E-01,0.274128
gene_effect_OR2A4,avg_transfer_gscore,0.071815,0.006648,0.711339,1.40E-01,0.702279,8.35E-02,0.428543
gene_effect_TRA2A,avg_transfer_gscore,0.084243,0.00876,0.757585,9.29E-03,0.744954,1.54E-03,0.563729
gene_effect_NKAIN1,avg_transfer_gscore,0.073433,0.006486,0.722218,1.03E-02,0.702105,4.24E-02,0.515936
gene_effect_HSP90B1,avg_transfer_gscore,0.14469,0.025724,0.78454,5.10E-05,0.790913,1.03E-05,0.553588
gene_effect_CPSF1,avg_transfer_gscore,0.115937,0.017548,0.778336,9.26E-05,0.784307,8.49E-05,0.527058
gene_effect_CDCA8,avg_transfer_gscore,0.153579,0.029029,0.740314,2.33E-03,0.708896,4.19E-03,0.544211
gene_effect_PPP1R14C,avg_transfer_gscore,0.093083,0.009855,0.716682,4.34E-05,0.660367,6.85E-04,0.469012
gene_effect_OR5M11,avg_transfer_gscore,0.076209,0.007311,0.718327,1.73E-02,0.69451,5.19E-02,0.504466
gene_effect_PPP1CA,avg_transfer_gscore,0.137514,0.021229,0.739507,3.41E-04,0.724979,7.39E-04,0.531955
gene_effect_JKAMP,avg_transfer_gscore,0.091383,0.009655,0.740321,6.05E-04,0.72634,1.12E-03,0.41928
gene_effect_CCL1,avg_transfer_gscore,0.095891,0.010131,0.649314,7.31E-02,0.655095,4.63E-02,0.35375
gene_effect_FBXO11,avg_transfer_gscore,0.164647,0.034643,0.787429,2.70E-06,0.770163,5.34E-05,0.612901
gene_effect_RPS10,avg_transfer_gscore,0.144311,0.024439,0.720296,6.77E-02,0.709006,9.77E-02,0.448421
gene_effect_FLRT2,avg_transfer_gscore,0.073348,0.007043,0.677471,1.73E-01,0.671175,8.53E-02,0.406753
gene_effect_RGL1,avg_transfer_gscore,0.085974,0.00917,0.709616,8.91E-02,0.690045,6.80E-02,0.516719
gene_effect_ALOX15B,avg_transfer_gscore,0.094522,0.010604,0.660951,8.37E-02,0.662036,4.11E-02,0.405453
gene_effect_C12orf57,avg_transfer_gscore,0.102795,0.011794,0.689531,4.47E-02,0.681523,2.02E-02,0.432469
gene_effect_DEAF1,avg_transfer_gscore,0.119658,0.016144,0.651803,1.93E-01,0.650925,1.61E-01,0.270103
gene_effect_SLC6A14,avg_transfer_gscore,0.09488,0.01058,0.716004,2.85E-02,0.695735,1.62E-02,0.352725
gene_effect_PYHIN1,avg_transfer_gscore,0.097046,0.01188,0.689256,1.07E-01,0.673338,9.80E-02,0.495016
gene_effect_HS3ST3B1,avg_transfer_gscore,0.120269,0.018405,0.662938,7.41E-02,0.60599,1.94E-01,0.146075
gene_effect_LPCAT2,avg_transfer_gscore,0.08678,0.008682,0.633318,8.40E-02,0.649979,9.65E-02,0.35556
gene_effect_HIST1H2BG,avg_transfer_gscore,0.111847,0.013678,0.718954,2.40E-03,0.69172,8.51E-03,0.433069
gene_effect_TBXAS1,avg_transfer_gscore,0.086116,0.009337,0.690281,1.46E-01,0.669092,1.61E-01,0.489471
gene_effect_GAGE2A,avg_transfer_gscore,0.057793,0.004283,0.711568,1.74E-03,0.682844,2.71E-02,0.510144
gene_effect_C8orf37,avg_transfer_gscore,0.076956,0.007314,0.717263,7.61E-02,0.699758,6.53E-02,0.50851
gene_effect_SLC25A30,avg_transfer_gscore,0.101711,0.011122,0.654154,3.34E-02,0.608855,5.08E-02,0.310872
gene_effect_PLCL1,avg_transfer_gscore,0.087064,0.00896,0.694343,6.59E-02,0.666903,7.57E-02,0.424916
gene_effect_CDK5R2,avg_transfer_gscore,0.075846,0.007475,0.68192,1.88E-01,0.643498,1.67E-01,0.480613
gene_effect_MYO1E,avg_transfer_gscore,0.096963,0.010849,0.665676,1.27E-01,0.632018,1.67E-01,0.319255
gene_effect_CHRNB1,avg_transfer_gscore,0.092222,0.009899,0.686155,3.29E-02,0.651636,2.90E-02,0.322315
gene_effect_OR51A7,avg_transfer_gscore,0.078634,0.006654,0.680289,7.56E-02,0.663774,2.92E-02,0.380555
gene_effect_PAX6,avg_transfer_gscore,0.102689,0.012327,0.66998,1.52E-01,0.645649,1.19E-01,0.363666
gene_effect_FAM13B,avg_transfer_gscore,0.093237,0.009397,0.643756,4.36E-02,0.629515,5.96E-02,0.340682
gene_effect_ODF3L2,avg_transfer_gscore,0.10242,0.01165,0.675775,7.41E-02,0.653401,5.18E-02,0.352377
gene_effect_NOX4,avg_transfer_gscore,0.083523,0.008284,0.662876,1.38E-01,0.63451,1.39E-01,0.448347
gene_effect_AP1B1,avg_transfer_gscore,0.115536,0.016475,0.714419,2.30E-04,0.714263,1.52E-04,0.458077
gene_effect_HBP1,avg_transfer_gscore,0.097284,0.010552,0.710092,1.31E-01,0.702027,4.33E-02,0.383432
gene_effect_MAN1C1,avg_transfer_gscore,0.112583,0.014732,0.69367,8.94E-02,0.65726,1.40E-01,-0.030253
gene_effect_ZNF704,avg_transfer_gscore,0.074931,0.007011,0.695325,1.14E-01,0.657052,1.83E-01,0.495225
gene_effect_YPEL2,avg_transfer_gscore,0.07855,0.007867,0.635874,1.96E-01,0.642419,1.74E-01,0.432324
gene_effect_TRAP1,avg_transfer_gscore,0.088582,0.009229,0.578855,1.89E-01,0.558709,1.89E-01,0.241795
gene_effect_C11orf54,avg_transfer_gscore,0.091159,0.009059,0.621197,2.92E-02,0.600093,4.28E-02,0.328471
gene_effect_LRRC72,avg_transfer_gscore,0.074737,0.006595,0.696944,1.06E-01,0.677261,7.54E-02,0.479376
gene_effect_SELENOK,avg_transfer_gscore,0.091275,0.010762,0.66987,1.97E-01,0.661801,1.65E-01,0.46419
gene_effect_HPDL,avg_transfer_gscore,0.079074,0.007662,0.706765,1.26E-01,0.687342,1.50E-01,0.523842
gene_effect_HMCN1,avg_transfer_gscore,0.08912,0.008866,0.704136,1.01E-02,0.668801,1.62E-02,0.474161
gene_effect_LIPK,avg_transfer_gscore,0.077417,0.007025,0.600299,6.45E-02,0.611431,4.74E-02,0.355834
gene_effect_KCTD18,avg_transfer_gscore,0.106707,0.014059,0.618399,3.24E-02,0.60503,7.48E-02,0.180223
gene_effect_TSGA13,avg_transfer_gscore,0.081772,0.00754,0.639846,1.19E-01,0.62804,9.00E-02,0.395598
gene_effect_CDKN1A,avg_transfer_gscore,0.212499,0.049431,0.802525,9.05E-11,0.742522,1.30E-09,0.556203
gene_effect_CXCR1,avg_transfer_gscore,0.125232,0.016728,0.551827,1.72E-02,0.544104,2.67E-02,0.118077
gene_effect_HOXB5,avg_transfer_gscore,0.075802,0.006829,0.711043,3.59E-02,0.706795,4.37E-02,0.464124
gene_effect_KCTD6,avg_transfer_gscore,0.063373,0.004568,0.723844,1.34E-03,0.702578,1.06E-03,0.485267
gene_effect_ANKRD23,avg_transfer_gscore,0.084447,0.008052,0.725355,3.37E-03,0.668083,2.29E-02,0.403962
gene_effect_PIK3R3,avg_transfer_gscore,0.089321,0.008944,0.730246,2.62E-02,0.713616,4.39E-03,0.438982
gene_effect_ANO6,avg_transfer_gscore,0.076666,0.00745,0.713626,1.04E-02,0.674086,5.71E-03,0.476709
gene_effect_GPNMB,avg_transfer_gscore,0.076427,0.006835,0.645141,9.53E-02,0.628466,1.63E-01,0.328346
gene_effect_TMEM229B,avg_transfer_gscore,0.095018,0.00982,0.69147,1.79E-01,0.665777,1.83E-01,0.268945
gene_effect_ZNF74,avg_transfer_gscore,0.092111,0.009386,0.688793,1.05E-02,0.693689,5.39E-03,0.437399
gene_effect_GPR135,avg_transfer_gscore,0.069417,0.00603,0.7719,1.93E-05,0.76549,2.37E-05,0.624398
gene_effect_RNF185,avg_transfer_gscore,0.092071,0.009253,0.678822,1.52E-02,0.655516,1.65E-02,0.372135
gene_effect_NOP16,avg_transfer_gscore,0.129158,0.020241,0.661687,1.61E-01,0.647142,1.86E-01,0.435984
gene_effect_ZMYND15,avg_transfer_gscore,0.101,0.011886,0.657057,2.56E-02,0.652559,1.06E-02,0.404199
gene_effect_SLC25A6,avg_transfer_gscore,0.085912,0.009491,0.69056,1.44E-01,0.671934,1.74E-01,0.342685
gene_effect_EFCAB2,avg_transfer_gscore,0.081111,0.007399,0.754831,1.48E-03,0.728134,6.20E-04,0.485308
gene_effect_RASL10A,avg_transfer_gscore,0.099666,0.011852,0.718456,1.17E-02,0.693082,2.21E-02,0.462696
gene_effect_WDR1,avg_transfer_gscore,0.205993,0.050941,0.81097,3.95E-08,0.815721,9.49E-09,0.638755
gene_effect_IGFBP6,avg_transfer_gscore,0.081188,0.008354,0.711971,1.24E-01,0.700401,8.15E-02,0.499315
gene_effect_LYRM4,avg_transfer_gscore,0.125156,0.019261,0.741448,2.32E-02,0.72275,8.36E-02,0.522648
gene_effect_AAK1,avg_transfer_gscore,0.085213,0.008934,0.67699,1.67E-01,0.638223,9.31E-02,0.447518
gene_effect_USP48,avg_transfer_gscore,0.103262,0.012443,0.695722,2.52E-02,0.679859,1.25E-02,0.436782
gene_effect_BTAF1,avg_transfer_gscore,0.139734,0.023427,0.758608,2.22E-03,0.742004,2.04E-03,0.528565
gene_effect_THEGL,avg_transfer_gscore,0.098414,0.011712,0.687372,1.35E-02,0.67966,1.06E-02,0.413823
gene_effect_BCOR,avg_transfer_gscore,0.177915,0.038835,0.746989,4.81E-05,0.71525,4.86E-06,0.494123
gene_effect_KRBA2,avg_transfer_gscore,0.097967,0.010546,0.72935,2.26E-02,0.709329,4.26E-02,0.341777
gene_effect_CHMP1B,avg_transfer_gscore,0.121786,0.016648,0.675764,7.45E-02,0.662143,4.93E-02,0.224424
gene_effect_B3GLCT,avg_transfer_gscore,0.075659,0.006596,0.64514,1.15E-01,0.61613,1.31E-01,0.377603
gene_effect_PUDP,avg_transfer_gscore,0.072845,0.006246,0.664032,2.94E-02,0.640361,2.01E-02,0.399491
gene_effect_UBASH3B,avg_transfer_gscore,0.078447,0.007051,0.66902,4.14E-02,0.664778,3.30E-02,0.408891
gene_effect_ALDH5A1,avg_transfer_gscore,0.079236,0.008007,0.721975,6.81E-03,0.710369,4.32E-03,0.543341
gene_effect_RAB6B,avg_transfer_gscore,0.097128,0.011398,0.628548,1.37E-01,0.611132,1.77E-01,0.390021
gene_effect_HMGCL,avg_transfer_gscore,0.087491,0.009874,0.734089,3.34E-03,0.714458,1.80E-02,0.518805
gene_effect_KLRC2,avg_transfer_gscore,0.087913,0.010157,0.693005,1.11E-01,0.667457,1.98E-01,0.42449
gene_effect_ITSN1,avg_transfer_gscore,0.068014,0.005769,0.686707,1.08E-01,0.684398,1.23E-01,0.425614
gene_effect_GLRA3,avg_transfer_gscore,0.073026,0.006618,0.695971,1.72E-02,0.695081,1.03E-02,0.412446
gene_effect_CCDC22,avg_transfer_gscore,0.121607,0.017791,0.760795,9.90E-06,0.742915,3.56E-04,0.580253
gene_effect_STK24,avg_transfer_gscore,0.101074,0.013724,0.729403,9.62E-03,0.712917,4.10E-02,0.49515
gene_effect_CEP55,avg_transfer_gscore,0.139311,0.023962,0.752211,9.28E-05,0.741857,1.28E-04,0.543358
gene_effect_CCL13,avg_transfer_gscore,0.071622,0.005895,0.731141,1.76E-02,0.709999,1.52E-02,0.514397
gene_effect_UGT1A1,avg_transfer_gscore,0.074859,0.006504,0.691217,1.99E-01,0.671202,1.82E-01,0.358429
gene_effect_ASCL3,avg_transfer_gscore,0.080244,0.007545,0.692224,7.16E-02,0.675582,6.36E-02,0.390168
gene_effect_MAGEB2,avg_transfer_gscore,0.093615,0.010029,0.640005,1.49E-01,0.632199,1.89E-01,0.369936
gene_effect_NHLRC3,avg_transfer_gscore,0.074647,0.006638,0.739242,7.07E-03,0.702409,4.60E-03,0.42294
gene_effect_CCL22,avg_transfer_gscore,0.088724,0.009447,0.640122,1.67E-01,0.63673,1.98E-01,0.375425
gene_effect_RALBP1,avg_transfer_gscore,0.083857,0.008671,0.714221,1.67E-01,0.709308,1.20E-01,0.416458
gene_effect_NUBP2,avg_transfer_gscore,0.122664,0.021038,0.700697,3.05E-02,0.696308,5.17E-02,0.476063
gene_effect_DEPDC5,avg_transfer_gscore,0.149692,0.031872,0.753838,3.37E-02,0.738382,1.11E-02,0.469326
gene_effect_PRSS55,avg_transfer_gscore,0.063558,0.004792,0.702316,1.72E-02,0.700125,3.44E-02,0.500081
gene_effect_GRTP1,avg_transfer_gscore,0.083985,0.00812,0.717366,8.70E-02,0.689704,6.74E-02,0.4698
gene_effect_GPR12,avg_transfer_gscore,0.085917,0.008637,0.627331,4.41E-02,0.604703,8.45E-02,0.395029
gene_effect_NFYB,avg_transfer_gscore,0.096277,0.012037,0.7539,1.22E-03,0.761789,1.81E-04,0.545531
gene_effect_ZP4,avg_transfer_gscore,0.082124,0.007941,0.653619,4.10E-02,0.643618,5.88E-02,0.339019
gene_effect_MCOLN2,avg_transfer_gscore,0.083443,0.008581,0.672717,8.32E-02,0.655398,7.71E-02,0.406139
gene_effect_FHL3,avg_transfer_gscore,0.09767,0.010931,0.657133,1.83E-01,0.64753,1.32E-01,0.26487
gene_effect_C4orf45,avg_transfer_gscore,0.092103,0.010416,0.629837,1.78E-01,0.603764,1.57E-01,0.40137
gene_effect_DCAF10,avg_transfer_gscore,0.087878,0.009586,0.693604,1.19E-01,0.669977,1.21E-01,0.473195
gene_effect_PADI1,avg_transfer_gscore,0.072956,0.006579,0.663937,1.52E-01,0.6571,1.42E-01,0.384393
gene_effect_KCNK7,avg_transfer_gscore,0.097417,0.011955,0.728503,9.31E-02,0.705506,4.51E-02,0.434338
gene_effect_C10orf55,avg_transfer_gscore,0.074175,0.006023,0.680269,2.28E-02,0.64828,1.70E-02,0.450009
gene_effect_C10orf82,avg_transfer_gscore,0.076337,0.007557,0.659972,8.35E-02,0.651097,1.36E-01,0.428255
gene_effect_SCARA5,avg_transfer_gscore,0.103178,0.012737,0.676242,1.82E-01,0.667979,1.67E-01,0.310827
gene_effect_KRTAP2-4,avg_transfer_gscore,0.075674,0.006783,0.741475,1.06E-03,0.728719,3.00E-03,0.535758
gene_effect_GFI1B,avg_transfer_gscore,0.075585,0.007373,0.757267,1.14E-03,0.667773,1.29E-01,0.588136
gene_effect_LRRC57,avg_transfer_gscore,0.122261,0.018816,0.656628,7.88E-02,0.638213,7.47E-02,0.356817
gene_effect_TRIM9,avg_transfer_gscore,0.102615,0.011733,0.667209,1.79E-01,0.631468,1.59E-01,0.425495
gene_effect_PLSCR4,avg_transfer_gscore,0.071546,0.006396,0.707183,1.99E-01,0.683545,1.51E-01,0.489377
gene_effect_CC2D1A,avg_transfer_gscore,0.077616,0.006848,0.728222,1.16E-02,0.732746,4.47E-03,0.441732
gene_effect_DYNLRB2,avg_transfer_gscore,0.087942,0.008963,0.718947,3.61E-02,0.693366,7.37E-02,0.502266
gene_effect_IRS1,avg_transfer_gscore,0.1306,0.018899,0.829437,1.44E-07,0.757905,4.45E-05,0.614953
gene_effect_DCAF16,avg_transfer_gscore,0.074235,0.007094,0.709495,1.91E-02,0.679625,5.90E-02,0.454654
gene_effect_TESK1,avg_transfer_gscore,0.105558,0.012676,0.621403,1.70E-01,0.633056,1.94E-01,0.363572
gene_effect_B9D1,avg_transfer_gscore,0.097621,0.011229,0.692488,1.28E-02,0.672348,4.35E-02,0.441456
gene_effect_CYP2B6,avg_transfer_gscore,0.104785,0.012043,0.669878,2.83E-02,0.652295,6.25E-02,0.430112
gene_effect_APBB3,avg_transfer_gscore,0.059327,0.004059,0.712375,5.96E-02,0.701104,5.85E-02,0.49441
gene_effect_ACTR10,avg_transfer_gscore,0.120299,0.015561,0.763285,3.51E-07,0.753338,1.29E-06,0.525151
gene_effect_E2F5,avg_transfer_gscore,0.072441,0.006618,0.674251,1.37E-01,0.644506,1.31E-01,0.479187
gene_effect_SLC39A5,avg_transfer_gscore,0.123012,0.016629,0.5394,3.98E-02,0.511791,2.85E-02,0.13851
gene_effect_RMC1,avg_transfer_gscore,0.110332,0.015135,0.670434,1.06E-01,0.664587,6.65E-02,0.421096
gene_effect_IKZF4,avg_transfer_gscore,0.07276,0.006059,0.720572,5.76E-03,0.709797,2.90E-03,0.485403
gene_effect_AMOTL1,avg_transfer_gscore,0.107159,0.014005,0.686594,1.36E-01,0.679443,1.76E-01,0.25406
gene_effect_VAT1L,avg_transfer_gscore,0.093985,0.010792,0.677254,7.74E-02,0.668251,8.88E-02,0.414241
gene_effect_TFAP4,avg_transfer_gscore,0.150487,0.026513,0.782561,1.22E-05,0.762313,1.86E-04,0.56505
gene_effect_OR2T34,avg_transfer_gscore,0.076318,0.007742,0.682798,6.03E-02,0.653246,8.28E-02,0.475577
gene_effect_SPOCK1,avg_transfer_gscore,0.080254,0.007561,0.676525,3.98E-02,0.649254,7.82E-02,0.417019
gene_effect_CASC1,avg_transfer_gscore,0.079698,0.007834,0.708307,8.74E-02,0.668709,1.77E-01,0.551133
gene_effect_PCDH18,avg_transfer_gscore,0.084181,0.008255,0.692344,7.61E-03,0.667469,6.87E-03,0.510283
gene_effect_NDUFA4,avg_transfer_gscore,0.115991,0.017693,0.714874,1.97E-01,0.712269,5.06E-02,0.447684
gene_effect_SKA3,avg_transfer_gscore,0.155392,0.032314,0.701543,1.76E-01,0.690589,9.27E-02,0.403849
gene_effect_HIF3A,avg_transfer_gscore,0.102499,0.013165,0.669712,1.03E-01,0.643602,9.63E-02,0.391409
gene_effect_PRR14,avg_transfer_gscore,0.091313,0.010322,0.698434,3.40E-02,0.658639,5.25E-02,0.428192
gene_effect_IHH,avg_transfer_gscore,0.068466,0.006116,0.725388,2.42E-02,0.6989,6.59E-02,0.548302
gene_effect_CFHR5,avg_transfer_gscore,0.073996,0.006182,0.723324,1.80E-02,0.673858,4.79E-02,0.450063
gene_effect_TAS2R19,avg_transfer_gscore,0.074333,0.007663,0.685342,9.61E-02,0.672954,8.80E-02,0.515781
gene_effect_UBN2,avg_transfer_gscore,0.091114,0.010318,0.69525,8.50E-02,0.668245,1.32E-01,0.441627
gene_effect_CDK5R1,avg_transfer_gscore,0.096605,0.010455,0.644126,1.04E-01,0.600489,1.14E-01,0.273926
gene_effect_LITAF,avg_transfer_gscore,0.086519,0.008899,0.706224,1.07E-01,0.706855,2.70E-02,0.455033
gene_effect_OR56A3,avg_transfer_gscore,0.109196,0.013204,0.644677,8.69E-02,0.622559,1.02E-01,0.312504
gene_effect_RASGRF1,avg_transfer_gscore,0.092044,0.010722,0.620037,8.25E-02,0.635527,1.68E-01,0.345948
gene_effect_AP2B1,avg_transfer_gscore,0.109037,0.015033,0.677946,1.07E-01,0.674613,8.07E-02,0.451257
gene_effect_H1FOO,avg_transfer_gscore,0.098238,0.011368,0.670698,7.30E-02,0.663181,8.22E-02,0.428738
gene_effect_XPR1,avg_transfer_gscore,0.15567,0.025571,0.713412,1.30E-03,0.671692,1.03E-02,0.466369
gene_effect_YY1AP1,avg_transfer_gscore,0.086061,0.008402,0.682415,1.45E-01,0.662457,1.97E-01,0.369592
gene_effect_SNCB,avg_transfer_gscore,0.096983,0.010903,0.652037,7.58E-02,0.62062,1.27E-01,0.379399
gene_effect_ARFRP1,avg_transfer_gscore,0.126747,0.021675,0.768486,3.04E-04,0.776585,1.05E-04,0.60859
gene_effect_CHRM1,avg_transfer_gscore,0.069171,0.005898,0.697654,1.29E-01,0.676472,1.40E-01,0.478447
gene_effect_PKIB,avg_transfer_gscore,0.092063,0.010211,0.647902,9.83E-02,0.632297,8.64E-02,0.370994
gene_effect_CRLF3,avg_transfer_gscore,0.1107,0.015101,0.701922,7.43E-02,0.683776,5.30E-02,0.410981
gene_effect_PNOC,avg_transfer_gscore,0.096238,0.010817,0.705647,8.79E-02,0.667316,1.16E-01,0.33876
gene_effect_ZNF839,avg_transfer_gscore,0.10484,0.013423,0.711897,4.77E-02,0.703417,1.63E-02,0.17539
gene_effect_NCR1,avg_transfer_gscore,0.091309,0.010761,0.684148,6.61E-02,0.67182,7.39E-02,0.465748
gene_effect_OSER1,avg_transfer_gscore,0.114469,0.01558,0.709273,1.35E-03,0.701912,1.70E-03,0.264905
gene_effect_SLC16A7,avg_transfer_gscore,0.072186,0.006949,0.675139,1.42E-01,0.673777,9.73E-02,0.45231
gene_effect_CWC25,avg_transfer_gscore,0.094773,0.01098,0.725926,9.36E-03,0.716956,9.20E-03,0.528401
gene_effect_OR51S1,avg_transfer_gscore,0.080681,0.007861,0.702854,7.74E-02,0.684058,5.58E-02,0.495993
gene_effect_ARHGEF26,avg_transfer_gscore,0.084706,0.009104,0.684909,1.32E-01,0.641958,1.77E-01,0.483282
gene_effect_HOXA4,avg_transfer_gscore,0.089336,0.010757,0.711037,1.77E-01,0.705116,1.47E-01,0.408522
gene_effect_SLC24A5,avg_transfer_gscore,0.09424,0.010101,0.642277,1.22E-02,0.619105,6.42E-03,0.18091
gene_effect_IDI2,avg_transfer_gscore,0.088673,0.009252,0.632586,1.27E-01,0.624334,1.04E-01,0.365834
gene_effect_ZNF584,avg_transfer_gscore,0.082879,0.008028,0.70714,4.63E-02,0.687406,3.69E-02,0.414397
gene_effect_AP3S2,avg_transfer_gscore,0.070677,0.006748,0.731244,1.05E-02,0.728584,1.98E-03,0.532172
gene_effect_GPRC5C,avg_transfer_gscore,0.082136,0.008195,0.705359,1.33E-02,0.678938,3.33E-02,0.485726
gene_effect_SUMO1,avg_transfer_gscore,0.076973,0.007529,0.743533,4.08E-03,0.715226,8.39E-03,0.517549
gene_effect_RNF168,avg_transfer_gscore,0.156803,0.031275,0.774155,7.79E-07,0.725276,2.46E-05,0.58851
gene_effect_QSER1,avg_transfer_gscore,0.08839,0.009771,0.725967,3.19E-02,0.700472,4.31E-02,0.428405
gene_effect_SGMS1,avg_transfer_gscore,0.092664,0.010927,0.699167,1.66E-01,0.68504,1.81E-01,0.413551
gene_effect_BEX5,avg_transfer_gscore,0.08561,0.008904,0.653006,1.63E-01,0.625431,1.87E-01,0.421651
gene_effect_TLR7,avg_transfer_gscore,0.074965,0.006743,0.639472,1.49E-01,0.613847,1.09E-01,0.406385
gene_effect_NFIA,avg_transfer_gscore,0.100433,0.012464,0.639233,9.44E-02,0.608973,1.15E-01,0.37041
gene_effect_CALHM3,avg_transfer_gscore,0.088988,0.008643,0.630426,1.40E-01,0.613301,1.53E-01,0.279785
gene_effect_GLUD2,avg_transfer_gscore,0.07494,0.006504,0.743295,1.33E-03,0.728527,3.33E-03,0.517258
gene_effect_TMEM253,avg_transfer_gscore,0.085763,0.008802,0.658175,1.75E-01,0.628135,1.99E-01,0.40046
gene_effect_SLC22A4,avg_transfer_gscore,0.079857,0.007608,0.631168,1.11E-01,0.61559,8.39E-02,0.415821
gene_effect_FZD5,avg_transfer_gscore,0.107041,0.014148,0.714985,1.90E-03,0.683424,3.49E-03,0.415502
gene_effect_GABBR1,avg_transfer_gscore,0.089594,0.009045,0.655507,1.05E-01,0.613992,1.56E-01,0.448824
gene_effect_KRTAP25-1,avg_transfer_gscore,0.071036,0.006326,0.738886,7.86E-03,0.717707,4.46E-03,0.535144
gene_effect_SDE2,avg_transfer_gscore,0.114268,0.016505,0.752742,1.55E-04,0.732563,5.97E-03,0.522498
gene_effect_LRRC8B,avg_transfer_gscore,0.097358,0.011687,0.650272,1.29E-01,0.634448,1.73E-01,0.292569
gene_effect_DUSP22,avg_transfer_gscore,0.100242,0.013464,0.685801,1.33E-01,0.690282,1.03E-01,0.412709
gene_effect_SLC22A14,avg_transfer_gscore,0.098287,0.010939,0.617809,8.23E-02,0.586636,9.40E-02,-0.007542
gene_effect_C1orf54,avg_transfer_gscore,0.089263,0.009152,0.720417,4.75E-03,0.713553,8.15E-03,0.450291
gene_effect_UBA3,avg_transfer_gscore,0.116002,0.015871,0.730744,1.06E-03,0.706887,2.31E-03,0.511517
gene_effect_TMEM98,avg_transfer_gscore,0.070094,0.006223,0.712654,3.86E-02,0.680423,7.35E-02,0.507357
gene_effect_IFIT5,avg_transfer_gscore,0.077214,0.007019,0.628705,1.81E-01,0.623401,1.85E-01,0.294674
gene_effect_DPY19L1,avg_transfer_gscore,0.090599,0.00994,0.698097,1.70E-01,0.674834,1.76E-01,0.431688
gene_effect_CSN1S1,avg_transfer_gscore,0.069868,0.005468,0.701879,8.77E-03,0.702399,2.67E-02,0.386533
gene_effect_FRMD1,avg_transfer_gscore,0.073558,0.007192,0.690164,1.04E-01,0.658988,9.96E-02,0.431553
gene_effect_OR11H12,avg_transfer_gscore,0.087878,0.009396,0.662284,1.75E-01,0.626486,9.97E-02,0.339608
gene_effect_E2F6,avg_transfer_gscore,0.11512,0.017161,0.704599,4.24E-02,0.674276,1.21E-01,0.48791
gene_effect_C12orf71,avg_transfer_gscore,0.094489,0.0107,0.698289,3.91E-02,0.673438,4.90E-02,0.424677
gene_effect_PNPLA8,avg_transfer_gscore,0.100683,0.011429,0.672453,1.77E-01,0.653131,1.84E-01,0.354009
gene_effect_STATH,avg_transfer_gscore,0.080331,0.007748,0.701019,1.36E-01,0.688228,1.47E-01,0.341672
gene_effect_ZNF426,avg_transfer_gscore,0.079861,0.007603,0.699331,6.52E-02,0.667506,9.66E-02,0.500848
